treated_id,control_id,pseudo_retraction_year,arm,treated_position,career_band,income_group,treated_pre_pubs,control_pre_pubs,treated_pre_recent,control_pre_recent,treated_pre_early,control_pre_early,treated_pre_growth,control_pre_growth,match_distance
A5101536531,A5101531697,2021,AUTHOR_MISCONDUCT,last,senior (10-20y),higher,19,19,10,10,9,9,0.287682072451781,0.287682072451781,0.0
A5091215991,A5076712577,2021,UNCONFIRMED_CONCERNS,middle,veteran (20y+),higher,24,25,24,24,0,1,2.1972245773362196,1.9740810260220099,0.4462871026284195
A5106584353,A5067322447,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,1,1,1,1,0,0,0.2876820724517809,0.2876820724517809,0.0
A5060488753,A5041258852,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,1,1,1,1,0,0,0.2876820724517809,0.2876820724517809,0.0
A5100419763,A5006165634,2021,AUTHOR_MISCONDUCT,first,veteran (20y+),higher,37,37,20,20,17,17,0.3786538506575077,0.3786538506575077,0.0
A5043163204,A5001069772,2021,HONEST_ERROR,middle,veteran (20y+),higher,462,455,168,168,294,287,-0.26774785755096353,-0.24397763821705176,0.04754043866782354
A5101914318,A5101200917,2021,AUTHOR_MISCONDUCT,last,senior (10-20y),higher,1,1,1,1,0,0,0.2876820724517809,0.2876820724517809,0.0
A5100357609,A5076026636,2021,HONEST_ERROR,middle,senior (10-20y),higher,48,48,36,36,12,12,1.1786549963416462,1.1786549963416462,0.0
A5101862444,A5025364589,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,20,20,13,13,7,7,0.6623755218931917,0.6623755218931917,0.0
A5015518758,A5049551915,2021,HONEST_ERROR,last,veteran (20y+),higher,20,20,12,12,8,8,0.5108256237659907,0.5108256237659907,0.0
A5043061637,A5010863575,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,55,55,14,14,41,41,-0.6857670732623229,-0.6857670732623229,0.0
A5056990117,A5023387547,2021,ETHICS_VIOLATION,middle,veteran (20y+),higher,134,135,64,64,70,71,0.1883095986385772,0.1748865783064364,0.026846040664281645
A5108050283,A5010628393,2021,UNCONFIRMED_CONCERNS,last,veteran (20y+),higher,45,45,28,28,17,17,0.6771468392135043,0.6771468392135043,0.0
A5111551771,A5060098344,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,8,8,2,2,6,6,-0.4054651081081644,-0.4054651081081644,0.0
A5100546523,A5085518264,2021,AUTHOR_MISCONDUCT,middle,mid (5-10y),higher,3,3,1,1,2,2,-0.11778303565638348,-0.11778303565638348,0.0
A5100419145,A5050504676,2021,HONEST_ERROR,middle,veteran (20y+),higher,25,25,14,14,11,11,0.4128452154057869,0.4128452154057869,0.0
A5100373603,A5022897595,2021,HONEST_ERROR,middle,veteran (20y+),higher,172,171,90,89,82,82,0.3659342693515293,0.3551233532473135,0.021621832208431613
A5014556100,A5000292127,2021,UNCONFIRMED_CONCERNS,middle,veteran (20y+),,3,3,2,2,1,1,0.28768207245178096,0.28768207245178096,0.0
A5003826371,A5107885408,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,308,301,163,158,145,143,0.39572355486286526,0.37865385065750745,0.06116684674416106
A5070195520,A5100355162,2021,AUTHOR_MISCONDUCT,last,veteran (20y+),higher,419,420,194,196,225,224,0.13716379763552933,0.151641268221832,0.02895494117260533
A5027851290,A5000443490,2021,AUTHOR_MISCONDUCT,middle,mid (5-10y),lower,9,9,8,8,1,1,1.0761394328160512,1.0761394328160512,0.0
A5039787161,A5091364440,2021,HONEST_ERROR,middle,veteran (20y+),lower,33,33,24,24,9,9,1.0185695809945734,1.0185695809945734,0.0
A5003114193,A5046548684,2021,HONEST_ERROR,middle,senior (10-20y),higher,39,39,24,24,15,15,0.6390799592896697,0.6390799592896697,0.0
A5091062495,A5000986626,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,7,7,0,0,7,7,-1.0116009116784799,-1.0116009116784799,0.0
A5083343593,A5079037370,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,30,30,23,23,7,7,1.1478833376748927,1.1478833376748927,0.0
A5028018216,A5029845734,2021,HONEST_ERROR,last,veteran (20y+),higher,137,129,25,23,112,106,-1.13370360847938,-1.1547017553191532,0.14821594430744334
A5100764953,A5058914154,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,55,55,32,32,23,23,0.5471932679368656,0.5471932679368656,0.0
A5032750151,A5110369042,2021,HONEST_ERROR,last,senior (10-20y),higher,11,11,4,4,7,7,-0.16430305129127631,-0.16430305129127631,0.0
A5015864972,A5050963056,2021,EDITORIAL_COMPROMISE,middle,veteran (20y+),higher,94,93,57,56,37,37,0.6684545679695737,0.6516474496531925,0.03361423663276231
A5103459420,A5016628875,2021,AUTHOR_MISCONDUCT,first,senior (10-20y),higher,5,5,1,1,4,4,-0.4054651081081644,-0.4054651081081644,0.0
A5040880045,A5029274818,2021,HONEST_ERROR,first,mid (5-10y),higher,12,12,6,6,6,6,0.18232155679395445,0.18232155679395445,0.0
A5101611226,A5075929881,2021,HONEST_ERROR,middle,senior (10-20y),higher,40,40,27,27,13,13,0.8556661100577205,0.8556661100577205,0.0
A5102026437,A5036332878,2021,AUTHOR_MISCONDUCT,first,senior (10-20y),higher,34,34,18,18,16,16,0.33647223662121295,0.33647223662121295,0.0
A5024785194,A5004691865,2021,HONEST_ERROR,first,veteran (20y+),higher,10,10,6,6,4,4,0.4054651081081643,0.4054651081081643,0.0
A5084756410,A5006795519,2021,HONEST_ERROR,middle,veteran (20y+),higher,2,2,1,1,1,1,0.06453852113757114,0.06453852113757114,0.0
A5100527789,A5052104523,2021,UNCONFIRMED_CONCERNS,last,veteran (20y+),higher,7,7,4,4,3,3,0.2876820724517809,0.2876820724517809,0.0
A5115591423,A5100428774,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,91,91,55,55,36,36,0.6592456288842636,0.6592456288842636,0.0
A5101061183,A5022768489,2021,AUTHOR_MISCONDUCT,first,senior (10-20y),higher,9,9,7,7,2,2,0.7985076962177717,0.7985076962177717,0.0
A5066493718,A5087613787,2021,AUTHOR_MISCONDUCT,first,mid (5-10y),higher,0,0,0,0,0,0,0.0,0.0,0.0
A5011077158,A5076484857,2021,EDITORIAL_COMPROMISE,last,veteran (20y+),higher,59,59,29,29,30,30,0.22705745063534621,0.22705745063534621,0.0
A5090820784,A5052232156,2021,HONEST_ERROR,middle,senior (10-20y),higher,36,36,17,17,19,19,0.1479201300766222,0.1479201300766222,0.0
A5077428544,A5102936845,2021,AUTHOR_MISCONDUCT,first,mid (5-10y),higher,121,122,53,53,68,69,0.036367644170875124,0.02257432203853904,0.027586644264672167
A5014378227,A5030443473,2021,AUTHOR_MISCONDUCT,last,senior (10-20y),higher,59,59,48,48,11,11,1.5114575040738967,1.5114575040738967,0.0
A5066685139,A5039818552,2021,HONEST_ERROR,middle,mid (5-10y),higher,12,12,3,3,9,9,-0.4855078157817009,-0.4855078157817009,0.0
A5101716413,A5034744416,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,29,29,13,13,16,16,0.0645385211375713,0.0645385211375713,0.0
A5086480330,A5058535647,2021,EDITORIAL_COMPROMISE,last,veteran (20y+),higher,521,515,227,225,294,290,0.028667894869571775,0.03344793406754043,0.02702743833344634
A5045846659,A5102897591,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,45,45,16,16,29,29,-0.26438650984825873,-0.26438650984825873,0.0
A5101527583,A5051762494,2021,HONEST_ERROR,first,veteran (20y+),higher,22,22,9,9,13,13,-0.0606246218164348,-0.0606246218164348,0.0
A5100767853,A5100957987,2021,AUTHOR_MISCONDUCT,last,senior (10-20y),higher,3,3,3,3,0,0,0.6931471805599453,0.6931471805599453,0.0
A5055872212,A5058813774,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,44,44,21,21,23,23,0.16989903679539742,0.16989903679539742,0.0
A5059437177,A5039033972,2021,HONEST_ERROR,last,mid (5-10y),higher,22,22,17,17,5,5,1.0861897686695525,1.0861897686695525,0.0
A5044408178,A5063727421,2021,HONEST_ERROR,first,veteran (20y+),higher,36,36,23,23,13,13,0.7125652664170472,0.7125652664170472,0.1
A5102839658,A5066076919,2021,UNCONFIRMED_CONCERNS,first,veteran (20y+),higher,10,10,7,7,3,3,0.6443570163905135,0.6443570163905135,0.0
A5038920879,A5021739200,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,119,120,69,70,50,50,0.575364144903562,0.5891574670358977,0.02758664426467128
A5037177728,A5012456670,2021,HONEST_ERROR,last,veteran (20y+),higher,21,21,9,9,12,12,0.0,0.0,0.0
A5048994960,A5137347411,2021,AUTHOR_MISCONDUCT,first,mid (5-10y),higher,3,3,1,1,2,2,-0.11778303565638348,-0.11778303565638348,0.0
A5100676601,A5044680284,2021,UNCONFIRMED_CONCERNS,first,veteran (20y+),higher,62,62,31,31,31,31,0.2586945355785284,0.2586945355785284,0.0
A5100446795,A5005404351,2021,HONEST_ERROR,middle,veteran (20y+),higher,30,30,18,18,12,12,0.5596157879354227,0.5596157879354227,0.0
A5082328494,A5079469089,2021,HONEST_ERROR,middle,mid (5-10y),higher,13,13,9,9,4,4,0.6931471805599453,0.6931471805599453,0.0
A5102432761,A5105833524,2021,AUTHOR_MISCONDUCT,last,senior (10-20y),higher,0,0,0,0,0,0,0.0,0.0,0.0
A5052482632,A5000049429,2021,AUTHOR_MISCONDUCT,first,early (<5y),lower,2,2,2,2,0,0,0.5108256237659907,0.5108256237659907,0.0
A5028810798,A5018132126,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,10,10,9,9,1,1,1.1631508098056809,1.1631508098056809,0.0
A5067789352,A5112297083,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),lower,5,5,3,3,2,2,0.2876820724517809,0.2876820724517809,0.0
A5108229962,A5039890053,2021,AUTHOR_MISCONDUCT,last,senior (10-20y),higher,5,5,0,0,5,5,-0.8109302162163288,-0.8109302162163288,0.0
A5100459961,A5115595967,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,32,32,14,14,18,18,0.02985296314968111,0.02985296314968111,0.0
A5002669383,A5080814983,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,191,192,83,83,108,109,0.023530497410194418,0.0146415499929482,0.017777894834492436
A5100638428,A5078286648,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,17,17,3,3,14,14,-0.8109302162163289,-0.8109302162163289,0.0
A5101950776,A5101209457,2021,AUTHOR_MISCONDUCT,last,senior (10-20y),higher,1,1,1,1,0,0,0.2876820724517809,0.2876820724517809,0.0
A5109418584,A5032444889,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,7,7,6,6,1,1,0.8754687373538999,0.8754687373538999,0.0
A5040836288,A5026156735,2021,HONEST_ERROR,middle,mid (5-10y),higher,70,70,39,39,31,31,0.4700036292457357,0.4700036292457357,0.0
A5016806363,A5101276072,2021,HONEST_ERROR,middle,senior (10-20y),higher,2,2,1,1,1,1,0.06453852113757114,0.06453852113757114,0.0
A5049798282,A5017306571,2021,HONEST_ERROR,first,mid (5-10y),higher,22,22,13,13,9,9,0.4953214372300254,0.4953214372300254,0.0
A5101548468,A5103652930,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,11,11,3,3,8,8,-0.4054651081081643,-0.4054651081081643,0.0
A5048261542,A5100432865,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,62,62,32,32,30,30,0.3166696093250332,0.3166696093250332,0.0
A5021325591,A5015024783,2021,UNCONFIRMED_CONCERNS,middle,senior (10-20y),higher,30,30,13,13,17,17,0.015748356968139143,0.015748356968139143,0.0
A5046624008,A5090504852,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,20,20,16,16,4,4,1.1526795099383853,1.1526795099383853,0.0
A5071686064,A5109981909,2021,HONEST_ERROR,first,senior (10-20y),higher,8,8,4,4,4,4,0.15415067982725827,0.15415067982725827,0.0
A5100619810,A5100386691,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,34,34,19,19,15,15,0.43428554664365615,0.43428554664365615,0.0
A5103041113,A5044385946,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,14,14,10,10,4,4,0.7731898882334819,0.7731898882334819,0.0
A5083365219,A5101022279,2021,UNCONFIRMED_CONCERNS,last,veteran (20y+),higher,62,62,30,30,32,32,0.2006706954621511,0.2006706954621511,0.0
A5014878035,A5000517659,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,28,28,1,1,27,27,-1.7600107709134747,-1.7600107709134747,0.0
A5028394574,A5062870686,2021,HONEST_ERROR,middle,mid (5-10y),higher,37,37,9,9,28,28,-0.6931471805599452,-0.6931471805599452,0.0
A5039434729,A5080457276,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,11,11,8,8,3,3,0.7396671961948382,0.7396671961948382,0.0
A5042382680,A5008998064,2021,UNCONFIRMED_CONCERNS,middle,senior (10-20y),higher,37,37,37,37,0,0,2.5902671654458267,2.5902671654458267,0.0
A5007017268,A5060097271,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),lower,207,203,136,136,71,67,0.9046678920461622,0.9594761285411573,0.20961647298999023
A5101518736,A5101819665,2021,HONEST_ERROR,middle,veteran (20y+),higher,15,15,10,10,5,5,0.6554068525770984,0.6554068525770984,0.0
A5081022482,A5044862562,2021,AUTHOR_MISCONDUCT,middle,mid (5-10y),higher,21,21,12,12,9,9,0.4307829160924541,0.4307829160924541,0.0
A5024804370,A5052941366,2021,HONEST_ERROR,middle,veteran (20y+),higher,57,57,30,30,27,27,0.3502024294331152,0.3502024294331152,0.0
A5100663977,A5059686406,2021,HONEST_ERROR,middle,veteran (20y+),higher,107,107,49,49,58,58,0.11179140598811665,0.11179140598811665,0.0
A5083801482,A5027955235,2021,HONEST_ERROR,middle,veteran (20y+),higher,107,107,48,48,59,59,0.07637297878457394,0.07637297878457394,0.0
A5041445285,A5089485590,2021,EDITORIAL_COMPROMISE,last,senior (10-20y),higher,10,10,10,10,0,0,1.4663370687934272,1.4663370687934272,0.0
A5072964111,A5080437553,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,12,12,7,7,5,5,0.39304258810960735,0.39304258810960735,0.0
A5100367734,A5056765699,2021,AUTHOR_MISCONDUCT,first,veteran (20y+),higher,214,211,111,110,103,101,0.35105168638437023,0.3611095410065981,0.03773696860876541
A5061717932,A5000120535,2021,HONEST_ERROR,first,mid (5-10y),higher,24,24,22,22,2,2,1.7147984280919266,1.7147984280919266,0.0
A5109004790,A5027332078,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,3,3,1,1,2,2,-0.11778303565638348,-0.11778303565638348,0.0
A5100668070,A5022652720,2021,AUTHOR_MISCONDUCT,first,veteran (20y+),higher,138,139,57,57,81,82,-0.06062462181643502,-0.07232066157962613,0.023392079526382226
A5018591718,A5007783109,2021,HONEST_ERROR,last,veteran (20y+),higher,41,41,14,14,27,27,-0.3130917879771491,-0.3130917879771491,0.0
A5016481789,A5115590391,2021,EDITORIAL_COMPROMISE,first,veteran (20y+),higher,0,0,0,0,0,0,0.0,0.0,0.0
A5110329290,A5000243853,2021,AUTHOR_MISCONDUCT,last,veteran (20y+),higher,14,14,4,4,10,10,-0.4054651081081645,-0.4054651081081645,0.0
A5113908351,A5086490790,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,27,27,6,6,21,21,-0.7339691750802007,-0.7339691750802007,0.0
A5022416697,A5079192326,2021,AUTHOR_MISCONDUCT,middle,mid (5-10y),higher,3,3,2,2,1,1,0.28768207245178096,0.28768207245178096,0.0
A5101509156,A5063025007,2021,HONEST_ERROR,middle,mid (5-10y),higher,17,17,8,8,9,9,0.12062798778861472,0.12062798778861472,0.0
A5108267825,A5074462831,2021,UNCONFIRMED_CONCERNS,last,senior (10-20y),higher,3,3,3,3,0,0,0.6931471805599453,0.6931471805599453,0.0
A5037988313,A5038559494,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,8,8,1,1,7,7,-0.723918839226699,-0.723918839226699,0.0
A5083075409,A5137368112,2021,AUTHOR_MISCONDUCT,middle,early (<5y),higher,2,2,1,1,1,1,0.06453852113757114,0.06453852113757114,0.0
A5071515443,A5102803094,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,52,52,21,21,31,31,-0.08961215868968742,-0.08961215868968742,0.0
A5057222945,A5039774231,2021,HONEST_ERROR,middle,mid (5-10y),lower,167,155,79,75,88,80,0.17261274266699367,0.21357410029805912,0.2819435564114533
A5069766543,A5022389554,2021,UNCONFIRMED_CONCERNS,middle,senior (10-20y),higher,25,25,20,20,5,5,1.2259517110447113,1.2259517110447113,0.0
A5039096893,A5050125719,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),lower,4,4,1,1,3,3,-0.27193371548364176,-0.27193371548364176,0.0
A5021907422,A5034986207,2021,UNCONFIRMED_CONCERNS,middle,veteran (20y+),higher,44,44,23,23,21,21,0.32690278560506236,0.32690278560506236,0.0
A5016823997,A5072484800,2021,HONEST_ERROR,last,veteran (20y+),higher,79,79,31,31,48,48,-0.13720112151348518,-0.13720112151348518,0.0
A5030397525,A5081893956,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,44,44,18,18,26,26,-0.06899287148695143,-0.06899287148695143,0.0
A5059905480,A5059304389,2021,UNCONFIRMED_CONCERNS,middle,veteran (20y+),higher,89,89,38,38,51,51,-0.006079046076382433,-0.006079046076382433,0.0
A5075507568,A5037886676,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,1,1,1,1,0,0,0.2876820724517809,0.2876820724517809,0.0
A5114185806,A5086633338,2021,AUTHOR_MISCONDUCT,middle,early (<5y),higher,3,3,3,3,0,0,0.6931471805599453,0.6931471805599453,0.0
A5023360701,A5053017602,2021,AUTHOR_MISCONDUCT,middle,early (<5y),higher,2,2,1,1,1,1,0.06453852113757114,0.06453852113757114,0.0
A5100749511,A5054097869,2021,AUTHOR_MISCONDUCT,first,senior (10-20y),higher,21,21,16,16,5,5,1.034896474282002,1.034896474282002,0.0
A5101923099,A5000010821,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,5,5,3,3,2,2,0.2876820724517809,0.2876820724517809,0.0
A5103282157,A5071390721,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,34,34,19,19,15,15,0.43428554664365615,0.43428554664365615,0.0
A5014795928,A5108120566,2021,HONEST_ERROR,last,mid (5-10y),higher,4,4,3,3,1,1,0.4700036292457355,0.4700036292457355,0.0
A5088755290,A5137347626,2021,EDITORIAL_COMPROMISE,first,mid (5-10y),higher,1,1,0,0,1,1,-0.22314355131420976,-0.22314355131420976,0.0
A5071976103,A5006153522,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,14,14,8,8,6,6,0.3829922522561058,0.3829922522561058,0.0
A5115591467,A5066280791,2021,UNCONFIRMED_CONCERNS,middle,senior (10-20y),higher,28,28,23,23,5,5,1.3485540331370438,1.3485540331370438,0.0
A5048577599,A5045719555,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,6,6,3,3,3,3,0.13353139262452263,0.13353139262452263,0.0
A5102024676,A5064845769,2021,UNCONFIRMED_CONCERNS,middle,senior (10-20y),higher,56,56,42,42,14,14,1.203972804325936,1.203972804325936,0.0
A5100412701,A5087136784,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,10,10,4,4,6,6,-0.06899287148695155,-0.06899287148695155,0.0
A5025157025,A5074066840,2021,HONEST_ERROR,middle,veteran (20y+),higher,135,135,52,52,83,83,-0.17089286097033174,-0.17089286097033174,0.0
A5032023308,A5051098507,2021,EDITORIAL_COMPROMISE,last,senior (10-20y),higher,12,12,5,5,7,7,-0.030771658666753687,-0.030771658666753687,0.0
A5100528324,A5028279177,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,23,23,12,12,11,11,0.2876820724517808,0.2876820724517808,0.0
A5018277069,A5051894055,2021,HONEST_ERROR,first,senior (10-20y),higher,42,42,23,23,19,19,0.4102843945441135,0.4102843945441135,0.0
A5100360107,A5000161232,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,36,36,22,22,14,14,0.6161861394238168,0.6161861394238168,0.0
A5020631597,A5078835494,2021,AUTHOR_MISCONDUCT,first,mid (5-10y),higher,3,3,3,3,0,0,0.6931471805599453,0.6931471805599453,0.0
A5100392919,A5090901690,2021,UNCONFIRMED_CONCERNS,middle,veteran (20y+),higher,26,26,13,13,13,13,0.22705745063534621,0.22705745063534621,0.0
A5102008926,A5079203326,2021,AUTHOR_MISCONDUCT,first,veteran (20y+),higher,6,6,5,5,1,1,0.7576857016975165,0.7576857016975165,0.0
A5100923290,A5064782012,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,14,14,11,11,3,3,0.9808292530117262,0.9808292530117262,0.0
A5110544137,A5103038248,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),lower,22,22,11,11,11,11,0.21868920096482936,0.21868920096482936,0.0
A5061145921,A5033992765,2021,AUTHOR_MISCONDUCT,first,veteran (20y+),higher,107,109,26,27,81,82,-0.7876733540520617,-0.7654678421395711,0.06780310335136353
A5011546047,A5067435005,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,15,15,7,7,8,8,0.10536051565782656,0.10536051565782656,0.0
A5005492836,A5100718306,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,44,44,24,24,20,20,0.4054651081081646,0.4054651081081646,0.0
A5071498928,A5076650785,2021,UNCONFIRMED_CONCERNS,middle,senior (10-20y),higher,56,56,42,42,14,14,1.203972804325936,1.203972804325936,0.0
A5100389666,A5112116100,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,74,74,40,40,34,34,0.4112960284189575,0.4112960284189575,0.0
A5114778174,A5080119643,2021,UNCONFIRMED_CONCERNS,last,veteran (20y+),higher,10,10,4,4,6,6,-0.06899287148695155,-0.06899287148695155,0.0
A5085936226,A5045457526,2021,UNCONFIRMED_CONCERNS,last,senior (10-20y),higher,47,47,41,41,6,6,1.7692866133759964,1.7692866133759964,0.0
A5101733367,A5064229873,2021,HONEST_ERROR,middle,senior (10-20y),higher,12,12,5,5,7,7,-0.030771658666753687,-0.030771658666753687,0.0
A5100635494,A5003749471,2021,AUTHOR_MISCONDUCT,first,veteran (20y+),higher,397,405,176,180,221,225,0.05896747608811559,0.0634462217389622,0.04420069400133286
A5100773796,A5115592304,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,31,31,20,20,11,11,0.7151260872787206,0.7151260872787206,0.0
A5088181686,A5000111414,2021,AUTHOR_MISCONDUCT,first,senior (10-20y),higher,8,8,7,7,1,1,0.9808292530117264,0.9808292530117264,0.0
A5045402554,A5052844124,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,39,39,26,26,13,13,0.8217645583820388,0.8217645583820388,0.0
A5086124785,A5033248039,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,84,84,47,47,37,37,0.48613301117561925,0.48613301117561925,0.0
A5100381006,A5049660188,2021,AUTHOR_MISCONDUCT,middle,mid (5-10y),higher,35,35,26,26,9,9,1.090028544976718,1.090028544976718,0.0
A5027155826,A5101534079,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,41,41,23,23,18,18,0.4547361571149473,0.4547361571149473,0.0
A5038775225,A5075331779,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,28,28,15,15,13,13,0.3448404862917296,0.3448404862917296,0.0
A5011534683,A5007375755,2021,AUTHOR_MISCONDUCT,last,senior (10-20y),higher,52,52,37,37,15,15,1.0321225473992768,1.0321225473992768,0.0
A5053390874,A5044611199,2021,HONEST_ERROR,middle,veteran (20y+),higher,135,136,73,74,62,62,0.42876067071168666,0.4418327522790393,0.026144163134705245
A5085232361,A5044133717,2021,AUTHOR_MISCONDUCT,last,veteran (20y+),lower,18,18,15,15,3,3,1.2321436812926323,1.2321436812926323,0.0
A5030785687,A5045634659,2021,HONEST_ERROR,middle,early (<5y),higher,7,7,5,5,2,2,0.5753641449035618,0.5753641449035618,0.0
A5068515754,A5042143971,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),lower,29,29,13,13,16,16,0.0645385211375713,0.0645385211375713,0.0
A5064586781,A5109361687,2021,AUTHOR_MISCONDUCT,first,senior (10-20y),higher,1,1,1,1,0,0,0.2876820724517809,0.2876820724517809,0.0
A5038586850,A5011124863,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,36,36,8,8,28,28,-0.7801585575495749,-0.7801585575495749,0.0
A5112599308,A5052737617,2021,UNCONFIRMED_CONCERNS,middle,senior (10-20y),higher,12,12,10,10,2,2,1.0608719606852628,1.0608719606852628,0.0
A5021941547,A5110350399,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,0,0,0,0,0,0,0.0,0.0,0.0
A5006779787,A5085779432,2021,AUTHOR_MISCONDUCT,middle,mid (5-10y),higher,6,6,2,2,4,4,-0.18232155679395456,-0.18232155679395456,0.0
A5110742758,A5035098967,2021,AUTHOR_MISCONDUCT,middle,mid (5-10y),higher,0,0,0,0,0,0,0.0,0.0,0.0
A5101540376,A5063673617,2021,AUTHOR_MISCONDUCT,first,senior (10-20y),higher,48,48,28,28,20,20,0.5436154465889818,0.5436154465889818,0.0
A5007469197,A5058748822,2021,HONEST_ERROR,middle,senior (10-20y),higher,11,11,1,1,10,10,-0.9650808960435872,-0.9650808960435872,0.0
A5103197755,A5028009239,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,4,4,3,3,1,1,0.4700036292457355,0.4700036292457355,0.0
A5111416723,A5109837959,2021,AUTHOR_MISCONDUCT,last,senior (10-20y),higher,9,9,3,3,6,6,-0.22314355131420982,-0.22314355131420982,0.0
A5035135173,A5081581133,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,7,7,1,1,6,6,-0.6286086594223742,-0.6286086594223742,0.0
A5077075548,A5010356911,2021,UNCONFIRMED_CONCERNS,last,veteran (20y+),higher,83,83,30,30,53,53,-0.2588616339162888,-0.2588616339162888,0.0
A5028434242,A5041798534,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,24,24,15,15,9,9,0.6131044728864088,0.6131044728864088,0.0
A5103246414,A5101419239,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,19,19,12,12,7,7,0.5978370007556204,0.5978370007556204,0.0
A5073865791,A5053108300,2021,HONEST_ERROR,middle,mid (5-10y),higher,18,18,13,13,5,5,0.8630462173553428,0.8630462173553428,0.0
A5102959672,A5025450538,2021,AUTHOR_MISCONDUCT,middle,mid (5-10y),higher,5,5,1,1,4,4,-0.4054651081081644,-0.4054651081081644,0.0
A5045933219,A5028330120,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,17,17,0,0,17,17,-1.6582280766035324,-1.6582280766035324,0.0
A5006607016,A5044106158,2021,AUTHOR_MISCONDUCT,first,senior (10-20y),lower,19,19,14,14,5,5,0.9236708391717776,0.9236708391717776,0.0
A5071151254,A5068741526,2021,HONEST_ERROR,middle,mid (5-10y),higher,4,4,2,2,2,2,0.10536051565782634,0.10536051565782634,0.0
A5103018334,A5044560801,2021,HONEST_ERROR,middle,veteran (20y+),higher,10,10,5,5,5,5,0.16989903679539742,0.16989903679539742,0.0
A5021944061,A5111230745,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,14,14,3,3,11,11,-0.6286086594223742,-0.6286086594223742,0.0
