treated_id,control_id,pseudo_retraction_year,arm,treated_position,career_band,income_group,treated_pre_pubs,control_pre_pubs,treated_pre_recent,control_pre_recent,treated_pre_early,control_pre_early,treated_pre_growth,control_pre_growth,match_distance
A5043203220,A5103129758,2017,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,37,37,18,18,19,19,0.19671029424605413,0.19671029424605413,0.0
A5082203114,A5036989439,2017,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,19,19,11,11,8,8,0.4418327522790393,0.4418327522790393,0.0
A5069620090,A5085506429,2017,AUTHOR_MISCONDUCT,last,veteran (20y+),higher,14,14,12,12,2,2,1.203972804325936,1.203972804325936,0.0
A5080267504,A5058378049,2017,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,156,154,76,75,80,79,0.22631312607548892,0.22555029134477467,0.025478051554859604
A5073653068,A5081648415,2017,HONEST_ERROR,first,mid (5-10y),higher,11,11,8,8,3,3,0.7396671961948382,0.7396671961948382,0.0
A5100775513,A5046443394,2017,HONEST_ERROR,middle,senior (10-20y),higher,27,27,18,18,9,9,0.7672551527136671,0.7672551527136671,0.0
A5008392120,A5065821863,2017,UNCONFIRMED_CONCERNS,middle,senior (10-20y),higher,16,16,13,13,3,3,1.114360645636249,1.114360645636249,0.0
A5102310210,A5073532624,2017,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,107,106,37,36,70,70,-0.32750356663845226,-0.3528213746227422,0.050635615968579906
A5011928887,A5037467840,2017,EDITORIAL_COMPROMISE,middle,early (<5y),higher,3,3,2,2,1,1,0.28768207245178096,0.28768207245178096,0.0
A5084128684,A5050661433,2017,HONEST_ERROR,middle,veteran (20y+),higher,94,94,48,48,46,46,0.30748469974796055,0.30748469974796055,0.0
A5100654173,A5067789566,2017,AUTHOR_MISCONDUCT,last,mid (5-10y),higher,4,4,2,2,2,2,0.10536051565782634,0.10536051565782634,0.0
A5040897632,A5011311476,2017,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,53,53,25,25,28,28,0.1541506798272585,0.1541506798272585,0.0
A5063338223,A5008586520,2017,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,11,11,9,9,2,2,0.9808292530117262,0.9808292530117262,0.0
A5032366983,A5109846638,2017,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,60,60,35,35,25,25,0.5579724021916928,0.5579724021916928,0.0
A5001897628,A5023074207,2017,UNCLASSIFIED,first,senior (10-20y),higher,132,133,52,52,80,81,-0.13580154115906184,-0.1476359988060647,0.02366891529400572
A5060171785,A5113523763,2017,AUTHOR_MISCONDUCT,last,veteran (20y+),higher,23,23,10,10,13,13,0.019418085857101808,0.019418085857101808,0.0
A5087088876,A5082329935,2017,AUTHOR_MISCONDUCT,last,veteran (20y+),higher,10,10,6,6,4,4,0.4054651081081643,0.4054651081081643,0.0
A5051275115,A5077715738,2017,AUTHOR_MISCONDUCT,last,veteran (20y+),higher,18,18,10,10,8,8,0.3677247801253176,0.3677247801253176,0.0
A5017761179,A5080395828,2017,UNCONFIRMED_CONCERNS,first,senior (10-20y),higher,35,35,21,21,14,14,0.5753641449035616,0.5753641449035616,0.0
A5049603736,A5038465697,2017,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,31,31,13,13,18,18,-0.030771658666753687,-0.030771658666753687,0.0
A5071419020,A5000975757,2017,AUTHOR_MISCONDUCT,first,veteran (20y+),higher,31,31,23,23,8,8,1.060871960685263,1.060871960685263,0.0
A5066444862,A5023297404,2017,EDITORIAL_COMPROMISE,last,veteran (20y+),higher,98,96,67,65,31,31,0.9808292530117262,0.9518417161384738,0.05797507374650479
A5111521776,A5088133628,2017,HONEST_ERROR,last,veteran (20y+),higher,33,33,16,16,17,17,0.18759861389479826,0.18759861389479826,0.0
A5075643518,A5040191506,2017,HONEST_ERROR,middle,veteran (20y+),higher,17,17,10,10,7,7,0.4547361571149473,0.4547361571149473,0.0
A5041600391,A5000003706,2017,AUTHOR_MISCONDUCT,first,early (<5y),higher,3,3,3,3,0,0,0.6931471805599453,0.6931471805599453,0.0
A5010828048,A5068684333,2017,AUTHOR_MISCONDUCT,middle,mid (5-10y),higher,10,10,6,6,4,4,0.4054651081081643,0.4054651081081643,0.0
A5054005862,A5012140793,2017,AUTHOR_MISCONDUCT,middle,mid (5-10y),higher,22,22,8,8,14,14,-0.20479441264601328,-0.20479441264601328,0.0
A5074903104,A5041824294,2017,AUTHOR_MISCONDUCT,middle,mid (5-10y),lower,20,20,18,18,2,2,1.5404450409471488,1.5404450409471488,0.0
A5005832839,A5044451989,2017,HONEST_ERROR,first,senior (10-20y),higher,3,3,0,0,3,3,-0.5596157879354227,-0.5596157879354227,0.0
A5077875116,A5111406282,2017,HONEST_ERROR,last,senior (10-20y),higher,27,27,20,20,7,7,1.0252810155825602,1.0252810155825602,0.0
A5013585758,A5044752828,2017,AUTHOR_MISCONDUCT,first,mid (5-10y),higher,5,5,1,1,4,4,-0.4054651081081644,-0.4054651081081644,0.0
A5090528235,A5031957564,2017,HONEST_ERROR,last,senior (10-20y),lower,27,28,26,27,1,1,2.0455399900041544,2.079441541679836,0.16780310335136353
A5024422931,A5108621171,2017,UNCLASSIFIED,last,early (<5y),higher,10,10,9,9,1,1,1.1631508098056809,1.1631508098056809,0.0
A5084555374,A5036126745,2017,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,6,6,3,3,3,3,0.13353139262452263,0.13353139262452263,0.0
A5063173118,A5110788812,2017,AUTHOR_MISCONDUCT,middle,mid (5-10y),lower,3,3,2,2,1,1,0.28768207245178096,0.28768207245178096,0.0
A5019671988,A5060027379,2017,UNCONFIRMED_CONCERNS,first,mid (5-10y),higher,14,14,9,9,5,5,0.5753641449035618,0.5753641449035618,0.0
A5038409870,A5041133347,2017,HONEST_ERROR,middle,veteran (20y+),higher,302,300,148,148,154,152,0.24236687623973863,0.25510590201716843,0.025478051554859604
A5023739733,A5108201056,2017,EDITORIAL_COMPROMISE,middle,veteran (20y+),higher,5,5,3,3,2,2,0.2876820724517809,0.2876820724517809,0.0
A5108552934,A5083381371,2017,AUTHOR_MISCONDUCT,last,veteran (20y+),higher,6,6,4,4,2,2,0.4418327522790392,0.4418327522790392,0.0
A5113333332,A5075379304,2017,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,28,28,13,13,15,15,0.11583181552512167,0.11583181552512167,0.0
A5054226083,A5037672451,2017,EDITORIAL_COMPROMISE,middle,senior (10-20y),higher,80,80,45,45,35,35,0.4953214372300252,0.4953214372300252,0.0
A5069411121,A5039170093,2017,EDITORIAL_COMPROMISE,middle,veteran (20y+),higher,4,4,3,3,1,1,0.4700036292457355,0.4700036292457355,0.0
A5026255712,A5081118472,2017,HONEST_ERROR,middle,mid (5-10y),higher,3,3,1,1,2,2,-0.11778303565638348,-0.11778303565638348,0.0
A5063910495,A5068493986,2017,UNCONFIRMED_CONCERNS,middle,veteran (20y+),higher,13,13,13,13,0,0,1.6739764335716716,1.6739764335716716,0.0
A5102032210,A5100666826,2017,EDITORIAL_COMPROMISE,middle,senior (10-20y),higher,9,9,3,3,6,6,-0.22314355131420982,-0.22314355131420982,0.0
A5012009808,A5101983592,2017,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,50,50,17,17,33,33,-0.3275035666384527,-0.3275035666384527,0.0
A5020162538,A5052200482,2017,UNCONFIRMED_CONCERNS,first,veteran (20y+),higher,46,46,20,20,26,26,0.02197890671877545,0.02197890671877545,0.0
A5023319657,A5033190528,2017,HONEST_ERROR,middle,veteran (20y+),higher,16,16,5,5,11,11,-0.3409265869705933,-0.3409265869705933,0.0
A5076137127,A5002210378,2017,AUTHOR_MISCONDUCT,first,senior (10-20y),higher,5,5,5,5,0,0,0.9808292530117262,0.9808292530117262,0.0
A5001846283,A5054771195,2017,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,4,4,2,2,2,2,0.10536051565782634,0.10536051565782634,0.0
A5112042687,A5007064567,2017,HONEST_ERROR,last,veteran (20y+),higher,81,81,31,31,50,50,-0.17494144949633217,-0.17494144949633217,0.0
A5056290482,A5102335981,2017,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,10,10,3,3,7,7,-0.3184537311185346,-0.3184537311185346,0.0
A5070662155,A5087569002,2017,UNCONFIRMED_CONCERNS,first,mid (5-10y),higher,10,10,2,2,8,8,-0.5877866649021188,-0.5877866649021188,0.0
A5101655132,A5083767471,2017,EDITORIAL_COMPROMISE,first,mid (5-10y),higher,18,18,9,9,9,9,0.2076393647782444,0.2076393647782444,0.0
A5078710375,A5074509713,2017,HONEST_ERROR,middle,veteran (20y+),lower,23,23,9,9,14,14,-0.1177830356563836,-0.1177830356563836,0.0
A5110176131,A5054098552,2017,AUTHOR_MISCONDUCT,first,senior (10-20y),lower,1,1,0,0,1,1,-0.22314355131420976,-0.22314355131420976,0.0
A5069091767,A5072213589,2017,EDITORIAL_COMPROMISE,middle,veteran (20y+),higher,6,6,3,3,3,3,0.13353139262452263,0.13353139262452263,0.0
A5044751336,A5034038407,2017,UNCONFIRMED_CONCERNS,middle,senior (10-20y),higher,16,16,6,6,10,10,-0.1541506798272585,-0.1541506798272585,0.0
A5063216726,A5082821006,2017,AUTHOR_MISCONDUCT,last,mid (5-10y),higher,9,9,7,7,2,2,0.7985076962177717,0.7985076962177717,0.0
A5085199185,A5034412812,2017,AUTHOR_MISCONDUCT,first,mid (5-10y),higher,12,12,8,8,4,4,0.6061358035703156,0.6061358035703156,0.0
A5021832997,A5061199663,2017,HONEST_ERROR,middle,senior (10-20y),higher,19,19,15,15,4,4,1.0986122886681096,1.0986122886681096,0.0
A5070367466,A5021462406,2017,EDITORIAL_COMPROMISE,first,early (<5y),,6,6,4,4,2,2,0.4418327522790392,0.4418327522790392,0.0
A5021511344,A5000223104,2017,HONEST_ERROR,middle,veteran (20y+),higher,44,44,19,19,25,25,0.011428695823622714,0.011428695823622714,0.0
A5102159464,A5002905438,2017,EDITORIAL_COMPROMISE,middle,senior (10-20y),higher,1,1,1,1,0,0,0.2876820724517809,0.2876820724517809,0.0
A5100512154,A5047933734,2017,EDITORIAL_COMPROMISE,first,senior (10-20y),higher,3,3,0,0,3,3,-0.5596157879354227,-0.5596157879354227,0.0
A5056660688,A5045011986,2017,AUTHOR_MISCONDUCT,last,senior (10-20y),higher,65,65,31,31,34,34,0.17645643734155625,0.17645643734155625,0.0
A5075242517,A5103764612,2017,UNCLASSIFIED,middle,veteran (20y+),higher,13,13,6,6,7,7,0.08701137698962969,0.08701137698962969,0.0
A5018918459,A5003443928,2017,EDITORIAL_COMPROMISE,middle,mid (5-10y),higher,3,3,2,2,1,1,0.28768207245178096,0.28768207245178096,0.0
A5061040795,A5002718440,2017,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,3,3,3,3,0,0,0.6931471805599453,0.6931471805599453,0.0
A5032160218,A5113594869,2017,EDITORIAL_COMPROMISE,middle,veteran (20y+),higher,20,20,11,11,9,9,0.3617900446055027,0.3617900446055027,0.0
A5038567260,A5111703269,2017,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,27,27,8,8,19,19,-0.4499168706789982,-0.4499168706789982,0.0
A5009498292,A5011014725,2017,EDITORIAL_COMPROMISE,first,early (<5y),higher,4,4,3,3,1,1,0.4700036292457355,0.4700036292457355,0.0
A5101996816,A5054254800,2017,HONEST_ERROR,middle,senior (10-20y),higher,11,11,2,2,9,9,-0.6678293725756554,-0.6678293725756554,0.0
A5022805702,A5103393609,2017,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,8,8,2,2,6,6,-0.4054651081081644,-0.4054651081081644,0.0
A5066245492,A5032583584,2017,EDITORIAL_COMPROMISE,first,veteran (20y+),higher,82,82,34,34,48,48,-0.05264373348542195,-0.05264373348542195,0.0
A5067130794,A5081712020,2017,EDITORIAL_COMPROMISE,middle,senior (10-20y),higher,8,8,5,5,3,3,0.42121346507630353,0.42121346507630353,0.0
A5075485449,A5044861634,2017,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,56,56,24,24,32,32,0.0,0.0,0.0
A5110493017,A5000117678,2017,AUTHOR_MISCONDUCT,first,veteran (20y+),higher,114,115,50,50,64,65,0.03846628082779624,0.02386748140664352,0.02919759884230544
A5025917482,A5011955004,2017,AUTHOR_MISCONDUCT,middle,mid (5-10y),higher,3,3,0,0,3,3,-0.5596157879354227,-0.5596157879354227,0.0
A5022582838,A5011718906,2017,UNCONFIRMED_CONCERNS,middle,veteran (20y+),higher,69,69,46,46,23,23,0.8836655045580786,0.8836655045580786,0.0
A5086755266,A5088586617,2017,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,114,114,55,55,59,59,0.2049903566066673,0.2049903566066673,0.0
A5044066811,A5080834477,2017,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,38,38,8,8,30,30,-0.8407831793660099,-0.8407831793660099,0.0
A5051895899,A5064830914,2017,UNCONFIRMED_CONCERNS,middle,early (<5y),higher,5,5,4,4,1,1,0.6241543090729937,0.6241543090729937,0.0
A5108103766,A5115591852,2017,HONEST_ERROR,middle,senior (10-20y),higher,10,10,6,6,4,4,0.4054651081081643,0.4054651081081643,0.0
A5110247514,A5043218185,2017,UNCLASSIFIED,middle,senior (10-20y),higher,6,6,1,1,5,5,-0.5232481437645479,-0.5232481437645479,0.0
A5015782688,A5047305690,2017,UNCONFIRMED_CONCERNS,first,senior (10-20y),higher,86,87,70,71,16,16,1.582409240046181,1.59601489210196,0.027211304111557588
A5069768106,A5041874346,2017,AUTHOR_MISCONDUCT,first,veteran (20y+),higher,1,1,0,0,1,1,-0.22314355131420976,-0.22314355131420976,0.0
A5074914227,A5048669930,2017,UNCONFIRMED_CONCERNS,middle,veteran (20y+),higher,37,37,22,22,15,15,0.5621189181535411,0.5621189181535411,0.0
A5015968667,A5086486837,2017,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,33,33,15,15,18,18,0.08701137698962969,0.08701137698962969,0.0
A5012999784,A5137454483,2017,EDITORIAL_COMPROMISE,middle,early (<5y),higher,1,1,1,1,0,0,0.2876820724517809,0.2876820724517809,0.0
A5013157128,A5046527141,2017,HONEST_ERROR,last,senior (10-20y),higher,32,32,18,18,14,14,0.44183275227903906,0.44183275227903906,0.0
A5004708668,A5046287015,2017,EDITORIAL_COMPROMISE,middle,mid (5-10y),higher,9,9,5,5,4,4,0.2876820724517809,0.2876820724517809,0.0
A5100363435,A5029496632,2017,EDITORIAL_COMPROMISE,first,senior (10-20y),higher,36,36,22,22,14,14,0.6161861394238168,0.6161861394238168,0.0
A5021541660,A5101901395,2017,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,5,5,3,3,2,2,0.2876820724517809,0.2876820724517809,0.0
A5001733406,A5000026233,2017,UNCONFIRMED_CONCERNS,middle,mid (5-10y),higher,3,3,1,1,2,2,-0.11778303565638348,-0.11778303565638348,0.0
A5102740754,A5005900235,2017,EDITORIAL_COMPROMISE,first,veteran (20y+),higher,143,143,65,65,78,78,0.1004705303636344,0.1004705303636344,0.0
A5020539339,A5048701081,2017,EDITORIAL_COMPROMISE,middle,senior (10-20y),higher,7,7,3,3,4,4,0.0,0.0,0.0
A5069510122,A5065288854,2017,AUTHOR_MISCONDUCT,last,veteran (20y+),higher,57,57,25,25,32,32,0.03636764417087468,0.03636764417087468,0.0
A5090924765,A5077130813,2017,EDITORIAL_COMPROMISE,middle,early (<5y),higher,4,4,4,4,0,0,0.8472978603872036,0.8472978603872036,0.0
A5003566144,A5077125759,2017,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,24,24,17,17,7,7,0.8855190732074014,0.8855190732074014,0.0
A5100344259,A5100781054,2017,EDITORIAL_COMPROMISE,middle,veteran (20y+),higher,187,191,90,92,97,99,0.2051610487637774,0.20682997582268614,0.04255479689456987
A5006511946,A5102836092,2017,UNCONFIRMED_CONCERNS,last,veteran (20y+),higher,62,62,20,20,42,42,-0.40546510810816416,-0.40546510810816416,0.0
A5019607920,A5041775175,2017,HONEST_ERROR,middle,veteran (20y+),higher,84,84,35,35,49,49,-0.04502368137395507,-0.04502368137395507,0.0
A5083438382,A5000835002,2017,AUTHOR_MISCONDUCT,middle,veteran (20y+),,2,2,0,0,2,2,-0.4054651081081644,-0.4054651081081644,0.0
A5102977936,A5053049416,2017,EDITORIAL_COMPROMISE,last,senior (10-20y),higher,9,9,1,1,8,8,-0.8109302162163287,-0.8109302162163287,0.0
A5071299618,A5050472578,2017,EDITORIAL_COMPROMISE,middle,senior (10-20y),higher,58,58,26,26,32,32,0.07145896398214457,0.07145896398214457,0.0
A5056504100,A5087426521,2017,HONEST_ERROR,first,veteran (20y+),higher,47,47,22,22,25,25,0.13926206733350766,0.13926206733350766,0.0
A5055933116,A5053214302,2017,HONEST_ERROR,middle,mid (5-10y),higher,21,21,14,14,7,7,0.7230001437096265,0.7230001437096265,0.0
A5112437321,A5064094057,2017,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,4,4,3,3,1,1,0.4700036292457355,0.4700036292457355,0.0
A5055878606,A5000108061,2017,AUTHOR_MISCONDUCT,first,veteran (20y+),higher,21,21,13,13,8,8,0.575364144903562,0.575364144903562,0.0
A5015924406,A5041687654,2017,UNCONFIRMED_CONCERNS,middle,mid (5-10y),higher,10,10,4,4,6,6,-0.06899287148695155,-0.06899287148695155,0.0
A5101448308,A5112163682,2017,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,34,34,16,16,18,18,0.14107859825990543,0.14107859825990543,0.0
A5068913493,A5056873035,2017,HONEST_ERROR,middle,senior (10-20y),higher,21,21,9,9,12,12,0.0,0.0,0.0
A5100401833,A5007741766,2017,HONEST_ERROR,middle,veteran (20y+),higher,54,54,21,21,33,33,-0.14518200984449825,-0.14518200984449825,0.0
A5013575187,A5110228238,2017,UNCONFIRMED_CONCERNS,middle,veteran (20y+),higher,2,2,0,0,2,2,-0.4054651081081644,-0.4054651081081644,0.0
A5103126082,A5101613553,2017,AUTHOR_MISCONDUCT,last,senior (10-20y),higher,26,26,7,7,19,19,-0.545227050483323,-0.545227050483323,0.0
A5000448546,A5100707026,2017,AUTHOR_MISCONDUCT,first,veteran (20y+),higher,85,86,51,52,34,34,0.6390799592896692,0.6574290979578659,0.036698277336393303
A5008873156,A5103700460,2017,HONEST_ERROR,middle,veteran (20y+),higher,24,24,5,5,19,19,-0.7683706017975329,-0.7683706017975329,0.0
A5007499659,A5000011558,2017,EDITORIAL_COMPROMISE,middle,early (<5y),higher,2,2,1,1,1,1,0.06453852113757114,0.06453852113757114,0.0
A5103250807,A5082458250,2017,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,14,14,8,8,6,6,0.3829922522561058,0.3829922522561058,0.0
A5044330424,A5032736128,2017,HONEST_ERROR,middle,veteran (20y+),higher,72,72,45,45,27,27,0.7248958788745257,0.7248958788745257,0.0
A5021062930,A5102979022,2017,AUTHOR_MISCONDUCT,middle,veteran (20y+),lower,11,11,0,0,11,11,-1.3217558399823195,-1.3217558399823195,0.0
A5105464157,A5100735964,2017,HONEST_ERROR,middle,senior (10-20y),higher,25,25,5,5,20,20,-0.8109302162163288,-0.8109302162163288,0.0
A5100615869,A5058075859,2017,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,154,155,61,61,93,94,-0.1281458226919301,-0.13840232285911958,0.020513000334378972
A5075000175,A5066791939,2017,UNCONFIRMED_CONCERNS,last,veteran (20y+),higher,65,65,38,38,27,27,0.5672669346709425,0.5672669346709425,0.0
A5008480852,A5084157600,2017,HONEST_ERROR,middle,senior (10-20y),,9,9,4,4,5,5,0.03636764417087479,0.03636764417087479,0.0
A5056655545,A5000208694,2017,HONEST_ERROR,first,veteran (20y+),higher,45,45,21,21,24,24,0.13353139262452252,0.13353139262452252,0.0
A5090634042,A5080465556,2017,AUTHOR_MISCONDUCT,first,mid (5-10y),higher,3,3,2,2,1,1,0.28768207245178096,0.28768207245178096,0.0
A5015502750,A5059815482,2017,AUTHOR_MISCONDUCT,last,senior (10-20y),higher,23,23,11,11,12,12,0.15415067982725827,0.15415067982725827,0.0
A5048695071,A5101698615,2017,EDITORIAL_COMPROMISE,middle,senior (10-20y),higher,19,19,12,12,7,7,0.5978370007556204,0.5978370007556204,0.0
A5069184877,A5067044128,2017,HONEST_ERROR,middle,veteran (20y+),higher,113,113,71,71,42,42,0.7631057691668559,0.7631057691668559,0.0
A5103556255,A5016226575,2017,HONEST_ERROR,middle,veteran (20y+),higher,88,88,41,41,47,47,0.14004607364571608,0.14004607364571608,0.0
A5032105322,A5067982432,2017,AUTHOR_MISCONDUCT,first,veteran (20y+),lower,14,14,9,9,5,5,0.5753641449035618,0.5753641449035618,0.0
A5053025795,A5055362200,2017,HONEST_ERROR,middle,veteran (20y+),higher,57,57,32,32,25,25,0.4757343039547206,0.4757343039547206,0.0
A5046692337,A5013646843,2017,HONEST_ERROR,last,senior (10-20y),higher,51,51,31,31,20,20,0.6359887667199966,0.6359887667199966,0.0
A5085115089,A5108192016,2017,AUTHOR_MISCONDUCT,middle,mid (5-10y),higher,18,18,12,12,6,6,0.6931471805599452,0.6931471805599452,0.0
A5055457252,A5027343203,2017,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,47,47,17,17,30,30,-0.24294617861038947,-0.24294617861038947,0.0
A5090400399,A5113962341,2017,AUTHOR_MISCONDUCT,middle,veteran (20y+),lower,2,2,1,1,1,1,0.06453852113757114,0.06453852113757114,0.0
A5032048612,A5004151927,2017,AUTHOR_MISCONDUCT,last,mid (5-10y),lower,11,11,5,5,6,6,0.06453852113757108,0.06453852113757108,0.0
A5012458582,A5027838478,2017,AUTHOR_MISCONDUCT,middle,mid (5-10y),higher,12,12,7,7,5,5,0.39304258810960735,0.39304258810960735,0.0
A5016629630,A5030494975,2017,HONEST_ERROR,middle,mid (5-10y),higher,14,14,6,6,8,8,0.0,0.0,0.0
A5103830174,A5009679536,2017,HONEST_ERROR,middle,senior (10-20y),higher,5,5,3,3,2,2,0.2876820724517809,0.2876820724517809,0.0
A5101839915,A5028745501,2017,HONEST_ERROR,last,veteran (20y+),higher,50,50,29,29,21,21,0.5345421503833068,0.5345421503833068,0.0
A5078394650,A5086902983,2017,HONEST_ERROR,middle,mid (5-10y),higher,5,5,3,3,2,2,0.2876820724517809,0.2876820724517809,0.0
A5039807427,A5040549192,2017,EDITORIAL_COMPROMISE,first,veteran (20y+),higher,31,31,11,11,20,20,-0.2513144282809061,-0.2513144282809061,0.0
A5100319131,A5012161970,2017,HONEST_ERROR,middle,veteran (20y+),higher,27,27,18,18,9,9,0.7672551527136671,0.7672551527136671,0.0
A5017007013,A5072272620,2017,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,16,16,8,8,8,8,0.20067069546215133,0.20067069546215133,0.0
A5076648403,A5047098835,2017,HONEST_ERROR,first,veteran (20y+),higher,32,32,17,17,15,15,0.3389753668393314,0.3389753668393314,0.0
A5039638412,A5084241748,2017,AUTHOR_MISCONDUCT,last,veteran (20y+),higher,97,98,47,48,50,50,0.21072103131565267,0.23052365861183244,0.03960525459235953
A5040681568,A5090139485,2017,ETHICS_VIOLATION,middle,mid (5-10y),higher,3,3,0,0,3,3,-0.5596157879354227,-0.5596157879354227,0.0
A5066669520,A5063019941,2017,HONEST_ERROR,middle,veteran (20y+),higher,17,17,8,8,9,9,0.12062798778861472,0.12062798778861472,0.0
A5069082766,A5037298167,2017,HONEST_ERROR,first,veteran (20y+),higher,74,73,46,46,28,27,0.7137664677626812,0.7455151660772614,0.06349739662916054
A5020889040,A5101614722,2017,HONEST_ERROR,first,veteran (20y+),lower,8,8,5,5,3,3,0.42121346507630353,0.42121346507630353,0.0
A5113800221,A5011572944,2017,HONEST_ERROR,last,senior (10-20y),higher,4,4,1,1,3,3,-0.27193371548364176,-0.27193371548364176,0.0
A5067013963,A5016698215,2017,AUTHOR_MISCONDUCT,first,mid (5-10y),higher,10,10,8,8,2,2,0.8938178760220965,0.8938178760220965,0.0
A5019804308,A5076310377,2017,HONEST_ERROR,first,senior (10-20y),higher,28,28,17,17,11,11,0.5753641449035618,0.5753641449035618,0.0
A5101563712,A5101152583,2017,UNCONFIRMED_CONCERNS,middle,senior (10-20y),higher,11,11,6,6,5,5,0.2876820724517808,0.2876820724517808,0.0
A5101462698,A5037664732,2017,EDITORIAL_COMPROMISE,first,early (<5y),higher,6,6,5,5,1,1,0.7576857016975165,0.7576857016975165,0.0
A5001270372,A5022575407,2017,EDITORIAL_COMPROMISE,last,senior (10-20y),higher,32,32,17,17,15,15,0.3389753668393314,0.3389753668393314,0.0
A5045742042,A5040717431,2017,AUTHOR_MISCONDUCT,last,mid (5-10y),higher,3,3,1,1,2,2,-0.11778303565638348,-0.11778303565638348,0.0
A5057172597,A5101566343,2017,AUTHOR_MISCONDUCT,last,mid (5-10y),higher,4,4,4,4,0,0,0.8472978603872036,0.8472978603872036,0.0
A5076431300,A5008953555,2017,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,51,51,22,22,29,29,0.010050335853501569,0.010050335853501569,0.0
A5111528756,A5000526297,2017,AUTHOR_MISCONDUCT,first,veteran (20y+),higher,9,9,0,0,9,9,-1.1786549963416462,-1.1786549963416462,0.0
A5030084030,A5115694721,2017,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,17,17,8,8,9,9,0.12062798778861472,0.12062798778861472,0.0
A5007089638,A5071179531,2017,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,26,26,11,11,15,15,-0.017699577099401065,-0.017699577099401065,0.0
A5010457431,A5080450974,2017,EDITORIAL_COMPROMISE,first,early (<5y),lower,4,4,3,3,1,1,0.4700036292457355,0.4700036292457355,0.0
A5110457832,A5091716658,2017,AUTHOR_MISCONDUCT,middle,early (<5y),lower,7,7,7,7,0,0,1.2039728043259361,1.2039728043259361,0.0
A5108355102,A5115598763,2017,AUTHOR_MISCONDUCT,last,veteran (20y+),higher,5,5,5,5,0,0,0.9808292530117262,0.9808292530117262,0.0
A5025944882,A5053833755,2017,UNCONFIRMED_CONCERNS,middle,veteran (20y+),higher,5,5,4,4,1,1,0.6241543090729937,0.6241543090729937,0.0
A5010791411,A5110077917,2017,AUTHOR_MISCONDUCT,first,mid (5-10y),higher,6,6,1,1,5,5,-0.5232481437645479,-0.5232481437645479,0.0
A5067494849,A5112952011,2017,EDITORIAL_COMPROMISE,middle,mid (5-10y),higher,3,3,0,0,3,3,-0.5596157879354227,-0.5596157879354227,0.0
A5100738479,A5100443095,2017,AUTHOR_MISCONDUCT,last,veteran (20y+),higher,43,43,16,16,27,27,-0.20186615286692478,-0.20186615286692478,0.0
